game_id,season,season_type,week,kickoff_utc,kickoff_epoch,home_team_id,home_team_name,home_team_school,away_team_id,away_team_name,away_team_school,home_points,away_points,home_margin,home_division,away_division,home_conference,away_conference,cross_division,neutral_site,venue_name,venue_city,venue_state,competition_type,conference_competition,overtime,source_authority,source_authority_tier,source_url,source_raw_sha256,tier_1_corroboration
ESPN-2025-401756846,2025,REGULAR_SEASON,1,2025-08-23T16:00:00Z,1755964800,2306,Kansas State Wildcats,Kansas State,66,Iowa State Cyclones,Iowa State,21,24,-3,FBS,FBS,Big 12 Conference,Big 12 Conference,False,True,Aviva Stadium,Dublin,,REGULAR_SEASON:Aer Lingus College Football Classic,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250823&groups=80&limit=400,a91dfaa30a8c71363aa67b2e4af660e6ec88a2aa1b1b3bc735ea1f99fddff13d,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401760371,2025,REGULAR_SEASON,1,2025-08-23T20:00:00Z,1755979200,2439,UNLV Rebels,UNLV,304,Idaho State Bengals,Idaho State,38,31,7,FBS,FCS,Mountain West Conference,Big Sky Conference,True,False,Allegiant Stadium,Las Vegas,NV,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250823&groups=80&limit=400,a91dfaa30a8c71363aa67b2e4af660e6ec88a2aa1b1b3bc735ea1f99fddff13d,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401756847,2025,REGULAR_SEASON,1,2025-08-23T22:30:00Z,1755988200,2305,Kansas Jayhawks,Kansas,278,Fresno State Bulldogs,Fresno State,31,7,24,FBS,FBS,Big 12 Conference,Mountain West Conference,False,False,David Booth Kansas Memorial Stadium,Lawrence,KS,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250823&groups=80&limit=400,a91dfaa30a8c71363aa67b2e4af660e6ec88a2aa1b1b3bc735ea1f99fddff13d,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401757218,2025,REGULAR_SEASON,1,2025-08-23T23:00:00Z,1755990000,98,Western Kentucky Hilltoppers,Western Kentucky,2534,Sam Houston Bearkats,Sam Houston,41,24,17,FBS,FBS,Conference USA,Conference USA,False,False,Houchens Industries-L.T. Smith Stadium,Bowling Green,KY,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250823&groups=80&limit=400,a91dfaa30a8c71363aa67b2e4af660e6ec88a2aa1b1b3bc735ea1f99fddff13d,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401754516,2025,REGULAR_SEASON,1,2025-08-23T23:30:00Z,1755991800,62,Hawai'i Rainbow Warriors,Hawai'i,24,Stanford Cardinal,Stanford,23,20,3,FBS,FBS,Mountain West Conference,Atlantic Coast Conference,False,False,Clarence T.C. Ching Athletics Complex,Honolulu,HI,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250823&groups=80&limit=400,a91dfaa30a8c71363aa67b2e4af660e6ec88a2aa1b1b3bc735ea1f99fddff13d,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401762522,2025,REGULAR_SEASON,1,2025-08-28T21:30:00Z,1756416600,58,South Florida Bulls,South Florida,68,Boise State Broncos,Boise State,34,7,27,FBS,FBS,American Conference,Mountain West Conference,False,False,Raymond James Stadium,Tampa,FL,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250828&groups=80&limit=400,560d7d1cda012acfe95f1e98ded748fbf77560cb5e912c321d923c75ab7aef79,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401752794,2025,REGULAR_SEASON,1,2025-08-28T22:00:00Z,1756418400,164,Rutgers Scarlet Knights,Rutgers,195,Ohio Bobcats,Ohio,34,31,3,FBS,FBS,Big Ten Conference,Mid-American Conference,False,False,SHI Stadium,Piscataway,NJ,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250828&groups=80&limit=400,560d7d1cda012acfe95f1e98ded748fbf77560cb5e912c321d923c75ab7aef79,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401762790,2025,REGULAR_SEASON,1,2025-08-28T22:00:00Z,1756418400,189,Bowling Green Falcons,Bowling Green,322,Lafayette Leopards,Lafayette,26,7,19,FBS,FCS,Mid-American Conference,Patriot League,True,False,Doyt L. Perry Stadium,Bowling Green,OH,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250828&groups=80&limit=400,560d7d1cda012acfe95f1e98ded748fbf77560cb5e912c321d923c75ab7aef79,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401754373,2025,REGULAR_SEASON,1,2025-08-28T23:00:00Z,1756422000,152,NC State Wolfpack,NC State,151,East Carolina Pirates,East Carolina,24,17,7,FBS,FBS,Atlantic Coast Conference,American Conference,False,False,Carter-Finley Stadium,Raleigh,NC,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250828&groups=80&limit=400,560d7d1cda012acfe95f1e98ded748fbf77560cb5e912c321d923c75ab7aef79,TIER_1_SOURCE_STALE_FOR_SEASON
ESPN-2025-401756848,2025,REGULAR_SEASON,1,2025-08-28T23:00:00Z,1756422000,2116,UCF Knights,UCF,55,Jacksonville State Gamecocks,Jacksonville State,17,10,7,FBS,FBS,Big 12 Conference,Conference USA,False,False,Acrisure Bounce House,Orlando,FL,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20250828&groups=80&limit=400,560d7d1cda012acfe95f1e98ded748fbf77560cb5e912c321d923c75ab7aef79,TIER_1_SOURCE_STALE_FOR_SEASON
